domain,rho,pbar,obs_correct_given_4agree,naive_posterior,gap,n_agree_items,coverage
medicine,0.638051944249405,0.823161853764144,0.9061032863849765,0.9999970783104233,0.09389379192544678,213,0.852
medicine,0.7000317301120568,0.8378993401339914,0.9154228855721394,0.9999980784867898,0.08457519291465043,201,0.804
medicine,0.6822404311826328,0.8307530669905876,0.905,0.9999976369829137,0.09499763698291364,200,0.8
medicine,0.6503946864948195,0.8260461778164329,0.9054726368159204,0.9999973023233137,0.09452466550739336,201,0.804
medicine,0.6638404074527087,0.830314630746525,0.9065420560747663,0.9999976073550267,0.0934555512802604,214,0.856
medicine,0.6544998837705696,0.82560774157237,0.8925233644859814,0.999997269230352,0.10747390474437069,214,0.856
medicine,0.6366768533298247,0.8184614684289663,0.9027777777777778,0.999996679883304,0.0972189021055262,216,0.864
medicine,0.6646420763534846,0.8354603157437476,0.9191919191919192,0.9999979362793464,0.08080601708742718,198,0.792
medicine,0.6493620467350611,0.8307534265695926,0.9104477611940298,0.9999976370070864,0.08954987581305662,201,0.804
medicine,0.6253105889231918,0.8236071534261888,0.9090909090909091,0.9999971138782123,0.09090620478730327,198,0.792
medicine,0.6274306920309696,0.823168717182126,0.9018691588785047,0.9999970788614058,0.09812791998290105,214,0.856
medicine,0.6842227186132263,0.831139264022592,0.914572864321608,0.999997662826409,0.085424798504801,199,0.796
medicine,0.658529158278697,0.826432374848437,0.9019607843137255,0.999997331194588,0.0980365468808625,204,0.816
medicine,0.6536628344230966,0.8192861017050334,0.905940594059406,0.9999967529054937,0.09405615884608776,202,0.808
medicine,0.6532438290188824,0.8188476654609707,0.8944954128440367,0.9999967142514504,0.10550130140741376,218,0.872
medicine,0.6335371186746708,0.8239933504581932,0.9132653061224489,0.9999971444306838,0.08673183830823483,196,0.784
medicine,0.6789882894451305,0.8436914258072316,0.914572864321608,0.9999983838992416,0.08542551957763356,199,0.796
medicine,0.662006425849157,0.8365451526638278,0.9191919191919192,0.999998000574289,0.08080608138236978,198,0.792
medicine,0.6250157322562128,0.831838263489673,0.9187817258883249,0.9999977090023882,0.0812159831140633,197,0.788
medicine,0.6362672638404333,0.8361067164197651,0.9198113207547169,0.9999979747932367,0.08018665403851977,212,0.848
medicine,0.6217817912531632,0.8313998272456102,0.910377358490566,0.9999976801291622,0.08962032163859623,212,0.848
medicine,0.6047681961458689,0.8242535541022065,0.9078341013824884,0.9999971648624704,0.09216306347998193,217,0.868
medicine,0.6494410963071581,0.8412524014169878,0.9183673469387755,0.9999982606174621,0.08163091367868658,196,0.784
medicine,0.6290161177836037,0.8365455122428328,0.9187817258883249,0.9999980005953205,0.08121627470699566,197,0.788
medicine,0.6057740953051848,0.829399239099429,0.9187817258883249,0.9999975444955232,0.0812158186071984,197,0.788
medicine,0.600555060134163,0.8289608028553663,0.9154929577464789,0.9999975139033582,0.08450455615687935,213,0.852
medicine,0.6788524170818901,0.8369313496958322,0.9154228855721394,0.9999980230568718,0.08457513748473244,201,0.804
medicine,0.64801390784223,0.8322244605216772,0.9068627450980392,0.9999977341865096,0.0931349890884704,204,0.816
medicine,0.6439570193200801,0.8250781873782735,0.9117647058823529,0.9999972288073328,0.08823252292497985,204,0.816
medicine,0.6361988756370665,0.8246397511342108,0.8990825688073395,0.9999971949616527,0.10091462615431324,218,0.872
medicine,0.6288643288588035,0.8297854361314334,0.91,0.9999975711815686,0.08999757118156859,200,0.8
medicine,0.6639393769056577,0.8369382131138143,0.9132653061224489,0.9999980234545184,0.08673271733206944,196,0.784
medicine,0.6395853043151252,0.8322313239396595,0.9137055837563451,0.9999977346319799,0.0862921508756348,197,0.788
medicine,0.6216313532697808,0.8250850507962557,0.9086294416243654,0.9999972293344318,0.09136778771006637,197,0.788
medicine,0.6129075672429063,0.8246466145521929,0.9074074074074074,0.9999971954941385,0.09258978808673102,216,0.864
medicine,0.6117647620816455,0.8297922995494156,0.9162303664921466,0.999997571653628,0.0837672051614814,191,0.764
medicine,0.6364761627143409,0.8254712478282601,0.9095477386934674,0.9999972588587681,0.09044952016530072,199,0.796
law,0.4324751429357363,0.6180902712243744,0.8738738738738738,0.9998000962682118,0.12592622239433793,111,0.444
law,0.5071034549099507,0.6653239623887014,0.8357142857142857,0.9999121786432034,0.16419789292891762,140,0.56
law,0.48052029833300897,0.6520547003695264,0.8287671232876712,0.9998887930451031,0.17112166975743193,146,0.584
law,0.481170385281827,0.6587759855100888,0.8407643312101911,0.9999012727800507,0.15913694156985958,157,0.628
law,0.4399462536716995,0.6059562808898724,0.86,0.999754767273029,0.13975476727302905,100,0.4
law,0.43047822130170416,0.5926870188706974,0.8468468468468469,0.999694120090268,0.15284727324342118,111,0.444
law,0.40435724079674207,0.5994083040112597,0.8425925925925926,0.9997264287885215,0.1571338361959289,108,0.432
law,0.4891860349037177,0.6399207100350244,0.8307692307692308,0.9998625006440469,0.1690932698748161,130,0.52
law,0.48803807125390886,0.6466419951755866,0.8222222222222222,0.9998777008417831,0.17765547861956088,135,0.54
law,0.4652150740173221,0.6333727331564117,0.8027210884353742,0.9998460189820095,0.19712493054663538,147,0.588
law,0.4531507023745475,0.628870760418258,0.8793103448275862,0.9998336375557826,0.1205232927281964,116,0.464
law,0.43736976602526934,0.615601498399083,0.8582089552238806,0.9997914981165417,0.14158254289266103,134,0.536
law,0.41826296393630746,0.6223227835396453,0.8666666666666667,0.9998139575674416,0.13314729090077493,135,0.54
law,0.5034347629420848,0.66283518956341,0.8541666666666666,0.9999081711115296,0.145741504444863,144,0.576
law,0.5093009777082763,0.6695564747039724,0.8311688311688312,0.9999186275745264,0.1687497964056952,154,0.616
law,0.48016507649240675,0.6562872126847974,0.8313253012048193,0.999896810705302,0.16857150950048272,166,0.664
law,0.43844142377272083,0.603467508064581,0.8521739130434782,0.9997443410644992,0.14757042802102094,115,0.46
law,0.4175365710851321,0.6101887932051434,0.8584070796460177,0.999771580259887,0.1413645006138693,113,0.452
law,0.4055157940762089,0.5969195311859684,0.8333333333333334,0.9997148637169031,0.16638153038356973,126,0.504
law,0.48063330947597693,0.6441532223502954,0.8095238095238095,0.9998722642658745,0.19034845474206497,147,0.588
law,0.4920054456108375,0.6222382481029871,0.8571428571428571,0.9998136897821506,0.14267083263929348,105,0.42
law,0.4662269378722036,0.6089689860838121,0.853448275862069,0.9997668500538399,0.14631857419177097,116,0.464
law,0.4369451193765676,0.6156902712243745,0.8583333333333333,0.9997918107037892,0.14145847737045592,120,0.48
law,0.5326586034968844,0.6562026772481391,0.8444444444444444,0.999896655930941,0.15545221148649657,135,0.54
law,0.5283498018564018,0.6629239623887014,0.8380281690140845,0.9999083168972014,0.1618801478831169,142,0.568
law,0.48921632925117653,0.6496547003695264,0.8266666666666667,0.9998839949410161,0.17321732827434944,150,0.6
law,0.4790636590133072,0.5968349957493101,0.8461538461538461,0.9997144628408438,0.1535606166869976,104,0.416
law,0.44798378991904453,0.6035562808898723,0.8484848484848485,0.9997447200756031,0.1512598715907546,99,0.396
law,0.4259654415207656,0.5902870188706975,0.8407079646017699,0.9996817267116553,0.15897376210988545,113,0.452
law,0.5014496256283989,0.6375207100350244,0.803030303030303,0.9998566605216954,0.19682635749139243,132,0.528
law,0.4728517915041424,0.6197494752776959,0.85,0.9998056418878597,0.14980564188785972,120,0.48
law,0.4487861008258798,0.6264707604182582,0.8559322033898306,0.9998266625602912,0.14389445917046062,118,0.472
law,0.42045484844831804,0.6132014983990832,0.8382352941176471,0.9997828776810042,0.16154758356335708,136,0.544
law,0.5032962158707535,0.6604351895634102,0.8344827586206897,0.9999041480992429,0.16542138947855323,145,0.58
law,0.4250940660022833,0.6010675080645811,0.831858407079646,0.999733889802253,0.167875482722607,113,0.452
law,0.44936954064760626,0.6147117174907422,0.8823529411764706,0.9997883404939623,0.1174353993174917,102,0.408
law,0.43996625578696485,0.6014424554715672,0.8448275862068966,0.9997355488747508,0.15490796266785423,116,0.464
law,0.4029743919231426,0.6081637406121294,0.8347826086956521,0.9997636768758404,0.16498106818018832,115,0.46
law,0.5009700697604617,0.6486761466358942,0.8222222222222222,0.9998819842278186,0.1776597620055964,135,0.54
law,0.4889512227517927,0.6553974317764565,0.8125,0.9998951708556827,0.1873951708556827,144,0.576
law,0.46619297302456,0.6421281697572815,0.8223684210526315,0.9998676761379988,0.17749925508536724,152,0.608
law,0.45836852880716294,0.5893084651370653,0.8627450980392157,0.9996765372624281,0.13693143922321238,102,0.408
law,0.41957861434471394,0.5960297502776275,0.8556701030927835,0.9997106173051952,0.1440405142124117,97,0.388
law,0.41393548882442766,0.5827604882584525,0.8407079646017699,0.999639672610476,0.15893170800870615,113,0.452
law,0.48399182128087687,0.6299941794227795,0.8,0.9998368114550211,0.19983681145502108,135,0.54
law,0.45623009916770324,0.6122229446654509,0.8403361344537815,0.9997792673261303,0.1594431328723488,119,0.476
law,0.42445436312125445,0.6189442298060132,0.8362068965517241,0.9998029688060105,0.1635960722542864,116,0.464
law,0.41249833362168536,0.6056749677868383,0.8222222222222222,0.9997536092822266,0.17753138706000438,135,0.54
law,0.4899118493929365,0.6529086589511652,0.82,0.9998904555702702,0.17989045557027028,150,0.6
law,0.4227031030547449,0.5935409774523361,0.8303571428571429,0.9996984177896487,0.16934127493250584,112,0.448
law,0.4862992818557414,0.6055904323501801,0.8611111111111112,0.9997532602920396,0.13864214918092843,108,0.432
law,0.4443485294026184,0.6123117174907423,0.87,0.9997795971732407,0.12977959717324072,100,0.4
law,0.4223949285136935,0.5990424554715673,0.8290598290598291,0.9997247571374077,0.1706649280775786,117,0.468
law,0.5001751129928101,0.6462761466358943,0.8235294117647058,0.9998769153498129,0.1763475035851071,136,0.544
law,0.4443647613404054,0.5869084651370653,0.8415841584158416,0.9996634652002274,0.15807930678438586,101,0.404
law,0.429824193904933,0.609822944665451,0.8275862068965517,0.999770171167415,0.17218396427086324,116,0.464
